Subject,Condition,ListNum,Block,Recall,Direction,Jol
85,A,36,2,1,B,75
85,A,37,2,0,B,50
85,A,38,2,1,B,100
85,A,39,2,1,B,100
85,A,40,2,0,B,75
85,A,41,2,1,S,100
85,A,42,2,1,S,100
85,A,43,2,0,S,0
85,A,44,2,1,S,75
85,A,45,2,1,S,100
85,A,46,2,1,S,50
85,A,47,2,1,S,50
85,A,48,2,1,S,100
85,A,49,2,1,S,75
85,A,50,2,1,S,100
85,A,51,2,1,S,100
85,A,52,2,1,S,100
85,A,53,2,1,S,50
85,A,54,2,0,S,100
85,A,55,2,1,S,0
85,A,56,2,1,S,100
85,A,57,2,1,S,100
85,A,58,2,1,S,100
85,A,59,2,1,S,50
85,A,60,2,0,S,75
85,A,61,2,0,U,50
85,A,62,2,0,U,25
85,A,63,2,0,U,25
85,A,64,2,0,U,25
85,A,65,2,0,U,75
85,A,66,2,0,U,0
85,A,67,2,1,U,25
85,A,68,2,0,U,25
85,A,69,2,0,U,0
85,A,70,2,0,U,0
85,A,71,2,0,U,0
85,A,72,2,0,U,0
85,A,73,2,0,U,0
85,A,74,2,0,U,0
85,A,75,2,1,U,50
85,A,76,2,0,U,0
85,A,77,2,0,U,0
85,A,78,2,1,U,0
85,A,79,2,0,U,0
85,A,80,2,0,U,56
89,A,1,2,0,F,0
89,A,2,2,1,F,2
89,A,3,2,0,F,4
89,A,4,2,1,F,50
89,A,5,2,0,F,0
89,A,6,2,0,F,3
89,A,7,2,0,F,0
89,A,8,2,0,F,3
89,A,9,2,1,F,0
89,A,10,2,0,F,6
89,A,11,2,1,F,2
89,A,12,2,1,F,66
89,A,13,2,1,F,99
89,A,14,2,1,F,0
89,A,15,2,0,F,2
89,A,16,2,0,F,67
89,A,17,2,0,F,0
89,A,18,2,0,F,0
89,A,19,2,0,F,90
89,A,20,2,1,F,88
89,A,21,2,0,B,88
89,A,22,2,1,B,1
89,A,23,2,0,B,78
89,A,24,2,0,B,0
89,A,25,2,0,B,77
89,A,26,2,0,B,0
89,A,27,2,0,B,2
89,A,28,2,0,B,0
89,A,29,2,1,B,87
89,A,30,2,0,B,87
89,A,31,2,0,B,1
89,A,32,2,0,B,2
89,A,33,2,1,B,66
89,A,34,2,0,B,1
89,A,35,2,0,B,2
89,A,36,2,1,B,89
89,A,37,2,0,B,1
89,A,38,2,1,B,77
89,A,39,2,0,B,90
89,A,40,2,1,B,34
89,A,41,2,0,S,87
89,A,42,2,0,S,2
89,A,43,2,0,S,0
89,A,44,2,1,S,56
89,A,45,2,1,S,1
89,A,46,2,0,S,0
89,A,47,2,0,S,90
89,A,48,2,1,S,76
89,A,49,2,0,S,0
89,A,50,2,0,S,0
89,A,51,2,1,S,78
89,A,52,2,0,S,1
89,A,53,2,1,S,88
89,A,54,2,0,S,2
89,A,55,2,0,S,2
89,A,56,2,0,S,2
89,A,57,2,1,S,99
89,A,58,2,0,S,0
89,A,59,2,0,S,2
89,A,60,2,0,S,2
89,A,61,2,0,U,0
89,A,62,2,0,U,2
89,A,63,2,0,U,2
89,A,64,2,0,U,1
89,A,65,2,0,U,0
89,A,66,2,0,U,1
89,A,67,2,0,U,0
89,A,68,2,0,U,3
89,A,69,2,0,U,2
89,A,70,2,0,U,0
89,A,71,2,0,U,2
89,A,72,2,0,U,0
89,A,73,2,0,U,0
89,A,74,2,0,U,0
89,A,75,2,0,U,12
89,A,76,2,0,U,0
89,A,77,2,0,U,0
89,A,78,2,0,U,2
89,A,79,2,0,U,2
89,A,80,2,0,U,56
93,A,1,2,1,F,66
93,A,2,2,0,F,2
93,A,3,2,0,F,5
93,A,4,2,1,F,32
93,A,5,2,0,F,19
93,A,6,2,1,F,0
93,A,7,2,1,F,7
93,A,8,2,1,F,100
93,A,9,2,1,F,100
93,A,10,2,1,F,77
93,A,11,2,1,F,100
93,A,12,2,1,F,99
93,A,13,2,1,F,99
93,A,14,2,0,F,100
93,A,15,2,1,F,0
93,A,16,2,1,F,100
93,A,17,2,1,F,99
93,A,18,2,1,F,100
93,A,19,2,1,F,100
93,A,20,2,1,F,99
93,A,21,2,1,B,87
93,A,22,2,0,B,67
93,A,23,2,0,B,100
93,A,24,2,0,B,19
93,A,25,2,0,B,100
93,A,26,2,1,B,0
93,A,27,2,0,B,100
93,A,28,2,1,B,77
93,A,29,2,1,B,100
93,A,30,2,1,B,44
93,A,31,2,0,B,100
93,A,32,2,1,B,100
93,A,33,2,1,B,100
93,A,34,2,0,B,100
93,A,35,2,0,B,98
93,A,36,2,0,B,100
93,A,37,2,0,B,2
93,A,38,2,0,B,4
93,A,39,2,0,B,100
93,A,40,2,1,B,82
93,A,41,2,1,S,100
93,A,42,2,1,S,99
93,A,43,2,1,S,99
93,A,44,2,1,S,100
93,A,45,2,1,S,77
93,A,46,2,0,S,10
93,A,47,2,0,S,99
93,A,48,2,0,S,10
93,A,49,2,1,S,100
93,A,50,2,1,S,100
93,A,51,2,1,S,100
93,A,52,2,0,S,12
93,A,53,2,1,S,100
93,A,54,2,1,S,100
93,A,55,2,1,S,34
93,A,56,2,1,S,22
93,A,57,2,1,S,100
93,A,58,2,1,S,99
93,A,59,2,1,S,99
93,A,60,2,1,S,100
93,A,61,2,0,U,3
93,A,62,2,0,U,4
93,A,63,2,0,U,3
93,A,64,2,0,U,1
93,A,65,2,1,U,1
93,A,66,2,1,U,1
93,A,67,2,1,U,1
93,A,68,2,0,U,8
93,A,69,2,0,U,12
93,A,70,2,1,U,10
93,A,71,2,1,U,99
93,A,72,2,0,U,0
93,A,73,2,0,U,0
93,A,74,2,0,U,19
93,A,75,2,1,U,99
93,A,76,2,0,U,2
93,A,77,2,0,U,23
93,A,78,2,1,U,2
93,A,79,2,0,U,0
93,A,80,2,0,U,56
97,A,1,2,1,F,28
97,A,2,2,1,F,61
97,A,3,2,1,F,89
97,A,4,2,1,F,92
97,A,5,2,1,F,86
97,A,6,2,1,F,24
97,A,7,2,0,F,90
97,A,8,2,1,F,93
97,A,9,2,1,F,94
97,A,10,2,1,F,83
97,A,11,2,1,F,80
97,A,12,2,1,F,79
97,A,13,2,1,F,86
97,A,14,2,1,F,92
97,A,15,2,1,F,83
97,A,16,2,1,F,85
97,A,17,2,1,F,38
97,A,18,2,1,F,48
97,A,19,2,1,F,88
97,A,20,2,1,F,83
97,A,21,2,1,B,63
97,A,22,2,0,B,77
97,A,23,2,0,B,81
97,A,24,2,1,B,85
97,A,25,2,0,B,31
97,A,26,2,1,B,72
97,A,27,2,1,B,74
97,A,28,2,1,B,57
97,A,29,2,1,B,87
97,A,30,2,1,B,77
97,A,31,2,1,B,48
97,A,32,2,1,B,88
97,A,33,2,1,B,91
97,A,34,2,1,B,95
97,A,35,2,1,B,55
97,A,36,2,0,B,95
97,A,37,2,1,B,91
97,A,38,2,1,B,93
97,A,39,2,1,B,88
97,A,40,2,0,B,87
97,A,41,2,1,S,90
97,A,42,2,1,S,89
97,A,43,2,1,S,95
97,A,44,2,1,S,86
97,A,45,2,1,S,92
97,A,46,2,1,S,79
97,A,47,2,1,S,93
97,A,48,2,1,S,89
97,A,49,2,1,S,69
97,A,50,2,1,S,87
97,A,51,2,1,S,68
97,A,52,2,1,S,92
97,A,53,2,1,S,90
97,A,54,2,1,S,60
97,A,55,2,1,S,97
97,A,56,2,1,S,89
97,A,57,2,1,S,87
97,A,58,2,1,S,90
97,A,59,2,1,S,94
97,A,60,2,1,S,85
97,A,61,2,1,U,6
97,A,62,2,1,U,20
97,A,63,2,1,U,9
97,A,64,2,1,U,5
97,A,65,2,0,U,4
97,A,66,2,0,U,3
97,A,67,2,1,U,21
97,A,68,2,0,U,20
97,A,69,2,1,U,8
97,A,70,2,1,U,10
97,A,71,2,1,U,6
97,A,72,2,1,U,62
97,A,73,2,1,U,21
97,A,74,2,1,U,3
97,A,75,2,0,U,10
97,A,76,2,0,U,10
97,A,77,2,1,U,24
97,A,78,2,1,U,15
97,A,79,2,1,U,20
97,A,80,2,0,U,90
101,A,1,2,1,F,100
101,A,2,2,1,F,80
101,A,3,2,1,F,59
101,A,4,2,1,F,100
101,A,5,2,1,F,80
101,A,6,2,1,F,17
101,A,7,2,1,F,80
101,A,8,2,0,F,100
101,A,9,2,1,F,100
101,A,10,2,1,F,100
101,A,11,2,1,F,100
101,A,12,2,1,F,100
101,A,13,2,0,F,2
101,A,14,2,1,F,78
101,A,15,2,1,F,55
101,A,16,2,1,F,90
101,A,17,2,1,F,50
101,A,18,2,1,F,50
101,A,19,2,1,F,100
101,A,20,2,1,F,100
101,A,21,2,1,B,57
101,A,22,2,0,B,79
101,A,23,2,1,B,100
101,A,24,2,1,B,75
101,A,25,2,1,B,90
101,A,26,2,0,B,3
101,A,27,2,0,B,50
101,A,28,2,1,B,90
101,A,29,2,1,B,100
101,A,30,2,1,B,60
101,A,31,2,0,B,80
101,A,32,2,1,B,80
101,A,33,2,1,B,80
101,A,34,2,1,B,55
101,A,35,2,0,B,4
101,A,36,2,0,B,79
101,A,37,2,1,B,70
101,A,38,2,1,B,87
101,A,39,2,1,B,100
101,A,40,2,0,B,3
101,A,41,2,1,S,98
101,A,42,2,0,S,80
101,A,43,2,0,S,2
101,A,44,2,1,S,90
101,A,45,2,1,S,50
101,A,46,2,1,S,50
101,A,47,2,1,S,67
101,A,48,2,1,S,100
101,A,49,2,1,S,97
101,A,50,2,1,S,100
101,A,51,2,1,S,100
101,A,52,2,1,S,86
101,A,53,2,1,S,100
101,A,54,2,1,S,100
101,A,55,2,0,S,13
101,A,56,2,1,S,100
101,A,57,2,1,S,100
101,A,58,2,1,S,65
101,A,59,2,1,S,90
101,A,60,2,0,S,55
101,A,61,2,0,U,16
101,A,62,2,0,U,55
101,A,63,2,0,U,20
101,A,64,2,1,U,3
101,A,65,2,0,U,5
101,A,66,2,0,U,15
101,A,67,2,0,U,55
101,A,68,2,0,U,50
101,A,69,2,0,U,12
101,A,70,2,0,U,3
101,A,71,2,1,U,75
101,A,72,2,0,U,6
101,A,73,2,0,U,3
101,A,74,2,0,U,9
101,A,75,2,1,U,58
101,A,76,2,0,U,2
101,A,77,2,1,U,71
101,A,78,2,1,U,5
101,A,79,2,0,U,4
101,A,80,2,0,U,1
105,A,1,2,0,F,75
105,A,2,2,0,F,60
105,A,3,2,1,F,90
105,A,4,2,1,F,100
105,A,5,2,0,F,60
105,A,6,2,0,F,89
105,A,7,2,1,F,100
105,A,8,2,0,F,80
105,A,9,2,1,F,100
105,A,10,2,1,F,90
105,A,11,2,1,F,100
105,A,12,2,0,F,100
105,A,13,2,1,F,100
105,A,14,2,0,F,100
105,A,15,2,1,F,80
105,A,16,2,1,F,89
105,A,17,2,0,F,90
105,A,18,2,1,F,90
105,A,19,2,1,F,90
105,A,20,2,1,F,85
105,A,21,2,0,B,90
105,A,22,2,0,B,89
105,A,23,2,0,B,80
105,A,24,2,0,B,60
105,A,25,2,0,B,75
105,A,26,2,0,B,0
105,A,27,2,0,B,85
105,A,28,2,0,B,80
105,A,29,2,1,B,100
105,A,30,2,0,B,70
105,A,31,2,0,B,90
105,A,32,2,1,B,80
105,A,33,2,0,B,100
105,A,34,2,0,B,90
105,A,35,2,0,B,90
105,A,36,2,1,B,100
105,A,37,2,1,B,100
105,A,38,2,1,B,100
105,A,39,2,0,B,100
105,A,40,2,0,B,95
105,A,41,2,1,S,100
105,A,42,2,0,S,80
105,A,43,2,1,S,80
105,A,44,2,1,S,95
105,A,45,2,1,S,85
105,A,46,2,1,S,100
105,A,47,2,1,S,90
105,A,48,2,0,S,80
105,A,49,2,1,S,90
105,A,50,2,1,S,80
105,A,51,2,1,S,80
105,A,52,2,1,S,99
105,A,53,2,0,S,90
105,A,54,2,1,S,100
105,A,55,2,1,S,90
105,A,56,2,1,S,90
105,A,57,2,1,S,90
105,A,58,2,1,S,100
105,A,59,2,0,S,70
105,A,60,2,1,S,100
105,A,61,2,0,U,0
105,A,62,2,0,U,0
105,A,63,2,0,U,75
105,A,64,2,1,U,0
105,A,65,2,0,U,85
105,A,66,2,0,U,0
105,A,67,2,1,U,75
105,A,68,2,0,U,0
105,A,69,2,0,U,80
105,A,70,2,0,U,0
105,A,71,2,0,U,100
105,A,72,2,0,U,35
105,A,73,2,0,U,0
105,A,74,2,0,U,0
105,A,75,2,0,U,80
105,A,76,2,0,U,75
105,A,77,2,0,U,70
105,A,78,2,1,U,0
105,A,79,2,0,U,60
105,A,80,2,0,U,90
74,B,1,1,1,F,100
74,B,2,1,0,F,100
74,B,3,1,1,F,100
74,B,4,1,1,F,100
74,B,5,1,1,F,100
74,B,6,1,0,F,50
74,B,7,1,1,F,100
74,B,8,1,1,F,100
74,B,9,1,0,F,100
74,B,10,1,0,F,100
74,B,11,1,0,F,100
74,B,12,1,1,F,100
74,B,13,1,1,F,100
74,B,14,1,1,F,100
74,B,15,1,1,F,50
74,B,16,1,0,F,100
74,B,17,1,0,F,50
74,B,18,1,0,F,100
74,B,19,1,0,F,100
74,B,20,1,1,F,100
74,B,21,1,0,B,100
74,B,22,1,0,B,100
74,B,23,1,1,B,100
74,B,24,1,0,B,100
74,B,25,1,0,B,100
74,B,26,1,0,B,50
74,B,27,1,1,B,0
74,B,28,1,1,B,100
74,B,29,1,1,B,100
74,B,30,1,0,B,100
74,B,31,1,0,B,100
74,B,32,1,0,B,75
74,B,33,1,1,B,100
74,B,34,1,0,B,100
74,B,35,1,0,B,100
74,B,36,1,1,B,100
74,B,37,1,0,B,100
74,B,38,1,0,B,100
74,B,39,1,0,B,100
74,B,40,1,1,B,100
74,B,41,1,1,S,100
74,B,42,1,0,S,100
74,B,43,1,0,S,50
74,B,44,1,0,S,100
74,B,45,1,1,S,100
74,B,46,1,0,S,100
74,B,47,1,1,S,100
74,B,48,1,0,S,100
74,B,49,1,1,S,100
74,B,50,1,1,S,100
74,B,51,1,1,S,100
74,B,52,1,1,S,100
74,B,53,1,1,S,100
74,B,54,1,1,S,100
74,B,55,1,0,S,50
74,B,56,1,0,S,100
74,B,57,1,1,S,100
74,B,58,1,1,S,100
74,B,59,1,1,S,100
74,B,60,1,0,S,100
74,B,61,1,0,U,10
74,B,62,1,0,U,100
74,B,63,1,0,U,50
74,B,64,1,0,U,40
74,B,65,1,0,U,50
74,B,66,1,0,U,10
74,B,67,1,0,U,50
74,B,68,1,0,U,50
74,B,69,1,1,U,50
74,B,70,1,0,U,50
74,B,71,1,0,U,50
74,B,72,1,0,U,0
74,B,73,1,0,U,50
74,B,74,1,0,U,10
74,B,75,1,1,U,100
74,B,76,1,0,U,50
74,B,77,1,1,U,75
74,B,78,1,1,U,100
74,B,79,1,0,U,50
74,B,80,1,0,U,5
78,B,1,1,1,F,85
78,B,2,1,0,F,100
78,B,3,1,0,F,78
78,B,4,1,1,F,80
78,B,5,1,0,F,76
78,B,6,1,0,F,43
78,B,7,1,1,F,70
78,B,8,1,1,F,100
78,B,9,1,1,F,89
78,B,10,1,1,F,70
78,B,11,1,0,F,56
78,B,12,1,1,F,88
78,B,13,1,0,F,66
78,B,14,1,0,F,54
78,B,15,1,1,F,19
78,B,16,1,1,F,100
78,B,17,1,0,F,77
78,B,18,1,0,F,56
78,B,19,1,0,F,87
78,B,20,1,0,F,78
78,B,21,1,0,B,75
78,B,22,1,0,B,80
78,B,23,1,0,B,80
78,B,24,1,0,B,70
78,B,25,1,0,B,100
78,B,26,1,0,B,77
78,B,27,1,0,B,77
78,B,28,1,0,B,78
78,B,29,1,1,B,100
78,B,30,1,1,B,88
78,B,31,1,0,B,45
78,B,32,1,0,B,67
78,B,33,1,1,B,70
78,B,34,1,1,B,40
78,B,35,1,0,B,100
78,B,36,1,0,B,89
78,B,37,1,1,B,100
78,B,38,1,0,B,23
78,B,39,1,0,B,100
78,B,40,1,0,B,88
78,B,41,1,1,S,100
78,B,42,1,0,S,88
78,B,43,1,1,S,88
78,B,44,1,1,S,100
78,B,45,1,0,S,90
78,B,46,1,1,S,88
78,B,47,1,1,S,90
78,B,48,1,1,S,100
78,B,49,1,1,S,80
78,B,50,1,0,S,100
78,B,51,1,1,S,85
78,B,52,1,0,S,100
78,B,53,1,1,S,100
78,B,54,1,1,S,90
78,B,55,1,0,S,43
78,B,56,1,1,S,100
78,B,57,1,1,S,90
78,B,58,1,1,S,80
78,B,59,1,1,S,96
78,B,60,1,0,S,77
78,B,61,1,0,U,21
78,B,62,1,0,U,100
78,B,63,1,1,U,70
78,B,64,1,0,U,70
78,B,65,1,1,U,10
78,B,66,1,0,U,12
78,B,67,1,1,U,55
78,B,68,1,0,U,90
78,B,69,1,0,U,10
78,B,70,1,0,U,13
78,B,71,1,0,U,67
78,B,72,1,0,U,100
78,B,73,1,0,U,43
78,B,74,1,0,U,13
78,B,75,1,0,U,34
78,B,76,1,0,U,0
78,B,77,1,0,U,43
78,B,78,1,0,U,34
78,B,79,1,0,U,88
78,B,80,1,0,U,5
82,B,1,1,1,F,30
82,B,2,1,1,F,15
82,B,3,1,1,F,50
82,B,4,1,0,F,50
82,B,5,1,1,F,80
82,B,6,1,0,F,40
82,B,7,1,1,F,50
82,B,8,1,1,F,70
82,B,9,1,1,F,75
82,B,10,1,1,F,80
82,B,11,1,0,F,75
82,B,12,1,1,F,80
82,B,13,1,1,F,40
82,B,14,1,1,F,50
82,B,15,1,0,F,35
82,B,16,1,1,F,95
82,B,17,1,0,F,25
82,B,18,1,1,F,75
82,B,19,1,0,F,50
82,B,20,1,1,F,75
82,B,21,1,0,B,50
82,B,22,1,0,B,30
82,B,23,1,0,B,75
82,B,24,1,0,B,25
82,B,25,1,0,B,30
82,B,26,1,0,B,15
82,B,27,1,0,B,25
82,B,28,1,0,B,60
82,B,29,1,1,B,40
82,B,30,1,0,B,25
82,B,31,1,0,B,15
82,B,32,1,0,B,25
82,B,33,1,0,B,100
82,B,34,1,1,B,25
82,B,35,1,0,B,50
82,B,36,1,1,B,25
82,B,37,1,0,B,50
82,B,38,1,0,B,90
82,B,39,1,0,B,100
82,B,40,1,0,B,90
82,B,41,1,0,S,85
82,B,42,1,1,S,90
82,B,43,1,1,S,50
82,B,44,1,0,S,50
82,B,45,1,1,S,95
82,B,46,1,0,S,25
82,B,47,1,1,S,75
82,B,48,1,1,S,50
82,B,49,1,1,S,25
82,B,50,1,0,S,80
82,B,51,1,1,S,50
82,B,52,1,0,S,50
82,B,53,1,0,S,50
82,B,54,1,1,S,50
82,B,55,1,0,S,15
82,B,56,1,1,S,50
82,B,57,1,0,S,75
82,B,58,1,1,S,10
82,B,59,1,0,S,50
82,B,60,1,1,S,40
82,B,61,1,0,U,25
82,B,62,1,0,U,20
82,B,63,1,0,U,35
82,B,64,1,0,U,10
82,B,65,1,0,U,10
82,B,66,1,0,U,15
82,B,67,1,0,U,25
82,B,68,1,0,U,20
82,B,69,1,0,U,15
82,B,70,1,0,U,35
82,B,71,1,0,U,50
82,B,72,1,0,U,15
82,B,73,1,0,U,15
82,B,74,1,0,U,20
82,B,75,1,0,U,25
82,B,76,1,0,U,25
82,B,77,1,1,U,15
82,B,78,1,0,U,15
82,B,79,1,0,U,10
82,B,80,1,0,U,80
86,B,1,1,1,F,99
86,B,2,1,0,F,12
86,B,3,1,1,F,100
86,B,4,1,1,F,23
86,B,5,1,0,F,99
86,B,6,1,0,F,99
86,B,7,1,0,F,100
86,B,8,1,1,F,99
86,B,9,1,0,F,99
86,B,10,1,1,F,99
86,B,11,1,0,F,99
86,B,12,1,1,F,100
86,B,13,1,1,F,100
86,B,14,1,0,F,100
86,B,15,1,1,F,98
86,B,16,1,1,F,67
86,B,17,1,0,F,89
86,B,18,1,1,F,88
86,B,19,1,1,F,100
86,B,20,1,1,F,89
86,B,21,1,0,B,22
86,B,22,1,0,B,99
86,B,23,1,0,B,99
86,B,24,1,0,B,22
86,B,25,1,0,B,89
86,B,26,1,0,B,22
86,B,27,1,1,B,55
86,B,28,1,1,B,88
86,B,29,1,1,B,100
86,B,30,1,1,B,48
86,B,31,1,0,B,100
86,B,32,1,0,B,55
86,B,33,1,0,B,99
86,B,34,1,0,B,100
86,B,35,1,0,B,100
86,B,36,1,1,B,100
86,B,37,1,1,B,99
86,B,38,1,0,B,100
86,B,39,1,0,B,100
86,B,40,1,0,B,100
86,B,41,1,1,S,100
86,B,42,1,1,S,99
86,B,43,1,0,S,22
86,B,44,1,0,S,100
86,B,45,1,0,S,100
86,B,46,1,0,S,66
86,B,47,1,1,S,100
86,B,48,1,1,S,100
86,B,49,1,1,S,100
86,B,50,1,0,S,100
86,B,51,1,1,S,100
86,B,52,1,0,S,99
86,B,53,1,1,S,98
86,B,54,1,0,S,100
86,B,55,1,0,S,100
86,B,56,1,1,S,100
86,B,57,1,1,S,76
86,B,58,1,1,S,100
86,B,59,1,1,S,100
86,B,60,1,0,S,100
86,B,61,1,0,U,23
86,B,62,1,0,U,34
86,B,63,1,0,U,33
86,B,64,1,0,U,32
86,B,65,1,0,U,77
86,B,66,1,0,U,100
86,B,67,1,1,U,32
86,B,68,1,0,U,78
86,B,69,1,0,U,66
86,B,70,1,0,U,33
86,B,71,1,0,U,88
86,B,72,1,0,U,43
86,B,73,1,0,U,33
86,B,74,1,0,U,22
86,B,75,1,0,U,56
86,B,76,1,0,U,20
86,B,77,1,0,U,34
86,B,78,1,1,U,33
86,B,79,1,0,U,35
86,B,80,1,0,U,80
90,B,1,1,0,F,90
90,B,2,1,1,F,20
90,B,3,1,1,F,90
90,B,4,1,1,F,100
90,B,5,1,0,F,90
90,B,6,1,1,F,10
90,B,7,1,0,F,80
90,B,8,1,1,F,80
90,B,9,1,1,F,100
90,B,10,1,0,F,100
90,B,11,1,0,F,90
90,B,12,1,1,F,80
90,B,13,1,1,F,10
90,B,14,1,0,F,70
90,B,15,1,1,F,8
90,B,16,1,0,F,90
90,B,17,1,1,F,60
90,B,18,1,1,F,50
90,B,19,1,1,F,70
90,B,20,1,1,F,100
90,B,21,1,0,B,70
90,B,22,1,0,B,80
90,B,23,1,0,B,100
90,B,24,1,1,B,60
90,B,25,1,0,B,60
90,B,26,1,0,B,10
90,B,27,1,1,B,50
90,B,28,1,0,B,90
90,B,29,1,1,B,8
90,B,30,1,0,B,100
90,B,31,1,0,B,100
90,B,32,1,0,B,40
90,B,33,1,1,B,90
90,B,34,1,0,B,20
90,B,35,1,1,B,100
90,B,36,1,1,B,100
90,B,37,1,0,B,75
90,B,38,1,0,B,100
90,B,39,1,1,B,100
90,B,40,1,1,B,90
90,B,41,1,0,S,80
90,B,42,1,1,S,100
90,B,43,1,0,S,100
90,B,44,1,1,S,90
90,B,45,1,1,S,100
90,B,46,1,1,S,85
90,B,47,1,0,S,100
90,B,48,1,0,S,100
90,B,49,1,1,S,50
90,B,50,1,1,S,100
90,B,51,1,0,S,50
90,B,52,1,0,S,100
90,B,53,1,1,S,100
90,B,54,1,1,S,100
90,B,55,1,1,S,89
90,B,56,1,1,S,100
90,B,57,1,0,S,100
90,B,58,1,0,S,70
90,B,59,1,1,S,100
90,B,60,1,0,S,90
90,B,61,1,0,U,0
90,B,62,1,1,U,40
90,B,63,1,0,U,10
90,B,64,1,1,U,20
90,B,65,1,0,U,30
90,B,66,1,0,U,90
90,B,67,1,0,U,70
90,B,68,1,0,U,20
90,B,69,1,0,U,20
90,B,70,1,0,U,30
90,B,71,1,0,U,22
90,B,72,1,0,U,1
90,B,73,1,0,U,30
90,B,74,1,0,U,0
90,B,75,1,0,U,10
90,B,76,1,0,U,30
90,B,77,1,0,U,60
90,B,78,1,0,U,10
90,B,79,1,0,U,22
90,B,80,1,0,U,25
94,B,1,1,1,F,100
94,B,2,1,0,F,60
94,B,3,1,1,F,100
94,B,4,1,0,F,70
94,B,5,1,0,F,30
94,B,6,1,1,F,25
94,B,7,1,0,F,80
94,B,8,1,1,F,100
94,B,9,1,0,F,100
94,B,10,1,0,F,70
94,B,11,1,0,F,100
94,B,12,1,1,F,100
94,B,13,1,1,F,50
94,B,14,1,0,F,100
94,B,15,1,1,F,80
94,B,16,1,0,F,100
94,B,17,1,1,F,100
94,B,18,1,1,F,90
94,B,19,1,0,F,85
94,B,20,1,1,F,90
94,B,21,1,0,B,100
94,B,22,1,0,B,100
94,B,23,1,0,B,70
94,B,24,1,0,B,60
94,B,25,1,0,B,100
94,B,26,1,1,B,0
94,B,27,1,0,B,100
94,B,28,1,1,B,100
94,B,29,1,0,B,100
94,B,30,1,1,B,100
94,B,31,1,0,B,90
94,B,32,1,0,B,100
94,B,33,1,0,B,100
94,B,34,1,0,B,90
94,B,35,1,0,B,0
94,B,36,1,1,B,100
94,B,37,1,0,B,65
94,B,38,1,0,B,100
94,B,39,1,1,B,100
94,B,40,1,0,B,100
94,B,41,1,0,S,75
94,B,42,1,0,S,100
94,B,43,1,1,S,100
94,B,44,1,1,S,70
94,B,45,1,1,S,100
94,B,46,1,1,S,40
94,B,47,1,1,S,100
94,B,48,1,1,S,100
94,B,49,1,1,S,60
94,B,50,1,0,S,100
94,B,51,1,1,S,90
94,B,52,1,0,S,90
94,B,53,1,0,S,100
94,B,54,1,0,S,100
94,B,55,1,0,S,40
94,B,56,1,0,S,80
94,B,57,1,0,S,100
94,B,58,1,0,S,90
94,B,59,1,1,S,100
94,B,60,1,0,S,100
94,B,61,1,1,U,0
94,B,62,1,0,U,60
94,B,63,1,0,U,0
94,B,64,1,0,U,40
94,B,65,1,0,U,30
94,B,66,1,0,U,0
94,B,67,1,0,U,10
94,B,68,1,0,U,35
94,B,69,1,0,U,30
94,B,70,1,0,U,10
94,B,71,1,0,U,0
94,B,72,1,0,U,45
94,B,73,1,0,U,0
94,B,74,1,0,U,20
94,B,75,1,0,U,50
94,B,76,1,0,U,0
94,B,77,1,1,U,40
94,B,78,1,0,U,0
94,B,79,1,0,U,0
94,B,80,1,0,U,54
98,B,1,1,0,F,80
98,B,2,1,0,F,85
98,B,3,1,1,F,85
98,B,4,1,1,F,70
98,B,5,1,1,F,100
98,B,6,1,0,F,45
98,B,7,1,1,F,90
98,B,8,1,1,F,100
98,B,9,1,1,F,100
98,B,10,1,1,F,99
98,B,11,1,1,F,50
98,B,12,1,0,F,65
98,B,13,1,1,F,85
98,B,14,1,1,F,30
98,B,15,1,1,F,90
98,B,16,1,1,F,85
98,B,17,1,1,F,100
98,B,18,1,1,F,90
98,B,19,1,1,F,90
98,B,20,1,1,F,100
98,B,21,1,0,B,90
98,B,22,1,0,B,95
98,B,23,1,0,B,99
98,B,24,1,1,B,90
98,B,25,1,1,B,90
98,B,26,1,1,B,95
98,B,27,1,0,B,0
98,B,28,1,0,B,90
98,B,29,1,1,B,85
98,B,30,1,1,B,55
98,B,31,1,0,B,65
98,B,32,1,0,B,95
98,B,33,1,1,B,99
98,B,34,1,0,B,75
98,B,35,1,0,B,100
98,B,36,1,1,B,95
98,B,37,1,0,B,65
98,B,38,1,0,B,65
98,B,39,1,0,B,95
98,B,40,1,0,B,65
98,B,41,1,1,S,60
98,B,42,1,1,S,90
98,B,43,1,1,S,95
98,B,44,1,1,S,85
98,B,45,1,1,S,90
98,B,46,1,1,S,99
98,B,47,1,0,S,90
98,B,48,1,0,S,99
98,B,49,1,1,S,95
98,B,50,1,1,S,90
98,B,51,1,1,S,95
98,B,52,1,0,S,90
98,B,53,1,1,S,30
98,B,54,1,1,S,95
98,B,55,1,0,S,99
98,B,56,1,1,S,40
98,B,57,1,1,S,90
98,B,58,1,1,S,85
98,B,59,1,1,S,75
98,B,60,1,1,S,100
98,B,61,1,0,U,65
98,B,62,1,1,U,80
98,B,63,1,0,U,10
98,B,64,1,0,U,5
98,B,65,1,0,U,15
98,B,66,1,0,U,5
98,B,67,1,1,U,35
98,B,68,1,0,U,85
98,B,69,1,0,U,0
98,B,70,1,0,U,10
98,B,71,1,0,U,0
98,B,72,1,0,U,0
98,B,73,1,1,U,5
